Page - https://en.wikipedia.org/wiki/1963_Formula_One_season

Rnd, Race, Circuit, Date, Pole position, Fastest lap, Winning driver, Constructor, Tyre, Report, 
2, XXIII Pau Grand Prix, Pau, 15 April, Jim Clark, Lotus-Climax, Report, 
3, XI Glover Trophy, Goodwood, 15 April, Innes Ireland, Lotus-BRM, Report, 
4, IV Gran Premio Citta di Imola, Imola, 21 April, Jim Clark, Lotus-Climax, Report, 
5, XIV Gran Premio di Siracusa, Syracuse, 25 April, Jo Siffert, Lotus-BRM, Report, 
6, XIX BARC Aintree 200, Aintree, 27 April, Graham Hill, BRM, Report, 
7, XVI BRDC International Trophy, Silverstone, 11 May, Jim Clark, Lotus-Climax, Report, 
8, XV Gran Premio di Roma, Vallelunga, 19 May, Bob Anderson, Lola-Climax, Report, 
9, III Solituderennen, Solitudering, 28 July, Jack Brabham, Brabham-Climax, Report, 
10, XII Kanonloppet, Karlskoga, 11 August, Jim Clark, Lotus-Climax, Report, 
11, III Mediterranean Grand Prix, Enna Pergusa, 18 August, John Surtees, Ferrari, Report, 
12, I Austrian Grand Prix, Zeltweg, 1 September, Jack Brabham, Brabham-Climax, Report, 
13, X International Gold Cup, Oulton Park, 21 September, Jim Clark, Lotus-Climax, Report, 
14, Rand Grand Prix, Kyalami, 14 December, John Surtees, Ferrari, Report, 
